config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.001,0.2,0.01,506,0.28038194179534914,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.88186646,0.8913382,24.2,7.8,0.0,48.8,0.32990902066230776,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.8591935,0.8645748,28.0,12.0,0.0,62.0
1,0.001,0.4,0.001,506,0.2934616506099701,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.8830411,0.88813365,23.6,8.4,0.0,48.8,0.2762106418609619,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8735484,0.8710723,31.0,9.0,0.0,62.0
2,0.01,0.4,0.001,506,0.29895277619361876,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.8765186,0.89045584,23.4,8.6,0.0,48.8,0.2582477629184723,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.88108873,0.8697834,32.0,8.0,0.0,62.0
3,0.01,0.0,0.1,506,0.2832912176847458,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.89595157,0.90006626,24.4,7.6,0.0,48.8,0.36759846210479735,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.79951614,0.789018,27.0,13.0,0.0,62.0
4,0.01,0.0,0.001,506,0.2988052129745483,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.7935352,0.8651959,0.86061496,23.6,8.4,0.0,48.8,0.2785528898239136,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.87205637,0.8769108,31.0,9.0,0.0,62.0
5,0.01,0.0,0.1,506,0.30286900997161864,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.87039626,0.8679682,23.8,8.2,0.0,48.8,0.30019151568412783,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8778628,0.88409024,30.0,10.0,0.0,62.0
6,0.0001,0.4,0.001,506,0.29844253063201903,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.85766107,0.85953885,23.8,8.2,0.0,48.8,0.28783650398254396,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.87419355,0.87567043,30.0,10.0,0.0,62.0
7,0.0001,0.0,0.1,506,0.28689007759094237,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8911923,0.9008471,24.4,7.6,0.0,48.8,0.35870577692985534,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.79568547,0.80308473,27.0,13.0,0.0,62.0
8,0.001,0.2,0.001,506,0.2867453694343567,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.8994075,0.901497,23.8,8.2,0.0,48.8,0.30212555527687074,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.83794355,0.818336,30.0,10.0,0.0,62.0
9,0.01,0.2,0.01,506,0.3070010542869568,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.8663558,0.8696021,23.2,8.8,0.0,48.8,0.24123996794223784,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.9072984,0.90746546,33.0,7.0,0.0,62.0
